KABUPATEN,KECAMATAN,KODE BPS,DESA,IKS,IKE,IKL,IDM,KATEGORI IDM,BINARY STATUS,matches
ACEH UTARA,SYAMTALIRA BAYU,1111040047,PUNTI,6971,0.5,0.6,599,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040048,BAROH BLANG RIMUENG,6686,5333,0.6,6006,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040049,LANCOK,7429,0.6,8667,7365,MAJU,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,MEURAH MULIA,1111050002,PAYA SUTRA,5543,0.25,3333,3792,SANGAT TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050003,TUALANG,5771,0.25,3333,3868,SANGAT TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050004,PULO BLANG,6057,5167,6667,5963,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050005,LEUBOK TUWE,6057,4167,6667,563,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050006,SARAMABA,5543,3833,6667,5348,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050007,BLANG REUMA,5314,4167,6667,5383,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050008,RANTO,0.56,4333,6667,5533,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050009,MEUNYE PEUT,0.64,0.45,0.6,5633,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050010,MEUNYE PAYONG,0.64,0.5,0.6,0.58,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050011,BEURINGEN,7371,0.55,6667,6513,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050013,TEUNGOH KUTA BATEE,6286,5167,6667,604,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050014,BAROH KUTA BATEE,7486,0.4,6667,6051,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050015,CEUBREK,7257,0.55,6667,6475,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050016,GAMPONG TEUNGOH,7429,5167,6667,6421,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050017,KEUDE JUNGKA GAJAH,7143,0.5,6667,627,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050018,NIBONG,7371,4667,6667,6235,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050019,PULO DRIEN BEUKAH,0.68,0.5,6667,6156,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050021,PAYA BILI,6971,5167,6667,6268,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050022,DRIEN PUNTONG,6229,4167,6667,5687,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050023,PULO KITOU,6914,0.45,0.6,5805,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050024,TEUNGOH REUBA,0.68,0.4,6667,5822,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050025,MEUNASAH NGA,7314,4333,6667,6105,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050026,UJONG REUBA,6971,4833,0.6,5935,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050029,BARAT PAYA ITEK,0.64,3333,6667,5467,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050030,PRI KEUTAPANG,6171,4333,6667,5724,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050031,KUMBANG,0.68,4167,6667,5878,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050033,BLANG CUT,6686,4167,6667,584,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050034,RAYEUK PAYA ITEK,6343,4333,6667,5781,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050035,UBIT PAYA ITEK,6114,3333,6667,5371,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050038,MANYANG,6114,3667,6667,5483,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050039,ULEE MEURIA,6571,0.45,6667,5913,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050040,GEULUMPANG,0.6,4167,6667,5611,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050042,RAYEUK MATANG,7371,4167,6667,6068,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050043,KEUDE KARIENG,7371,5333,6667,6457,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050044,REUDEUP,7486,3667,6667,594,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050045,PULO BLUEK,6057,5167,0.6,5741,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050046,DAYAH BLUEK,6057,4833,0.6,563,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050047,MEURIA BLUEK,7486,3833,6667,5995,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050048,ULEE CEUBREK,6743,0.45,6667,597,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050049,MESJID BLUEK,5771,4833,5333,5313,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MATANGKULI,1111060039,BLANG KUTA,5657,3333,0.6,4997,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060047,LEUBOK PIRAK,5429,4333,0.6,5254,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060049,MATANG PEUSANGAN,6914,0.45,6667,6027,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060058,ARON PIRAK,6514,4167,6667,5783,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060059,MESJID PIRAK,7143,0.5,0.6,6048,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060060,PANTE PIRAK,6571,4333,0.6,5635,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060067,TEUNGOH PIRAK,6629,0.4,0.6,5543,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060068,RAYEUK PIRAK,6629,3833,6667,571,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060069,TUTONG,5486,4333,0.6,5273,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060071,TEUNGOH SEULEUMAK,6686,0.3,7333,5673,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060073,SEURIWEUK,6514,5333,5333,5727,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060074,DAYAH BARO,5486,4333,0.6,5273,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060075,ALUE THO,7029,5333,0.6,6121,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060076,CEUBREK PIRAK,6229,4167,7333,591,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060077,MEUNYE PIRAK,6343,4333,0.6,5559,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060078,SIREN,6114,3667,0.6,526,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060079,TANJONG HAJI MUDA,6514,0.4,7333,5949,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060085,TRIENG TEUPIN KEUBEU,6057,4833,5333,5408,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060086,TEUPIN KEUBEU,6857,4833,5333,5675,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060087,TANJONG BABAH KRUENG,6457,4167,7333,5986,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060088,LAWANG,5943,3667,0.6,5203,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060090,HAGU,5886,0.5,0.6,5629,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060092,ALUE ENTOK,6343,0.45,5333,5392,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060093,TUMPOK BARAT,5657,4333,0.6,533,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060095,BARO,6971,0.5,0.6,599,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060096,MEE,6914,4333,0.6,5749,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060100,MATANG MEE,6571,0.45,5333,5468,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060104,UDE,6857,0.55,0.6,6119,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060105,UJONG KULAM,6286,0.3,6667,5317,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060111,MATANG MUNYE,0.64,0.45,0.6,5633,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,PAYA BAKONG,1111061001,BLANG MANE,6514,0.3,5333,4949,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061002,MATANG PANYANG,6914,4333,6667,5971,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061003,ALUE LHOK,0.6,3333,5333,4889,SANGAT TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061004,SEUNEUBOK ACEH,5943,3333,5333,487,SANGAT TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061005,BUKET PIDIE,0.6,3333,5333,4889,SANGAT TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061006,BUKET GURU,6629,4833,5333,5598,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061008,PEUREUPOK,0.6,0.35,6667,5389,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061009,BLANG GUNCI,0.68,3833,6667,5767,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061010,PANTE SEULEUMAK,5657,4833,5333,5275,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061012,MAMPREE,6343,0.4,6667,567,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061015,ASAN SEULEUMAK,6514,4333,6667,5838,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061017,SIMPANG,5829,0.5,6667,5832,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061019,BLANG ARA,6457,4333,0.6,5597,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061020,GEUREUGHEK,6114,4333,0.6,5483,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061021,BLANG PANTE,6229,0.45,3333,4687,SANGAT TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061022,LUENG,5886,3667,0.6,5184,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061024,GEULUMPANG PIRAK,0.6,4667,6667,5778,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061025,BLANG SIALET,5714,0.45,5333,5183,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061026,BLANG PAKU,0.76,6167,4667,6144,BERKEMBANG,MAJU,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061027,BLANG DALAM,6114,3833,6667,5538,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061028,MEURIA SEULEUMAK,5829,4333,6667,561,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061029,LEUHONG,6114,5667,0.6,5927,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061031,KEUDE PAYA BAKONG,0.68,0.45,5333,5544,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061032,CEMPEUDAK,6686,0.45,5333,5506,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061033,PAYA MEUDRU,0.56,0.35,6667,5256,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061034,MEUNYE SEULEUMAK,0.6,4333,0.6,5444,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061035,ALUE LEUKOT,5429,3667,6667,5254,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061036,PUCOK ALUE SEULEUMAK,5829,3167,0.6,4998,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061037,JOK,5657,4667,0.4,4775,SANGAT TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061038,TUNONG KRUENG,6514,4333,0.6,5616,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,PAYA BAKONG,1111061039,TUMPOK MESJID,6343,0.45,6667,5837,TERTINGGAL,TERTINGGAL,"('PAYA BAKONG', 100)"
ACEH UTARA,COT GIREK,1111070001,COT GIREK,7829,0.6,0.6,661,BERKEMBANG,MAJU,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070002,ALUE LEUHOB,8229,0.6,6667,6965,BERKEMBANG,MAJU,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070005,ALUE SEUMAMBU,7086,0.35,0.6,5529,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070006,BATU XII,7086,6667,0.6,6584,BERKEMBANG,MAJU,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070008,SEUPENG,5257,3667,0.6,4975,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070009,BEURANDANG DAYAH,5029,4833,0.6,5287,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070010,BEURANDANG ASAN,5257,3833,0.6,503,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070011,DRIEN II,0.56,3667,0.6,5089,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070012,BEURANDANG KRUENG,5257,0.35,0.6,4919,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070013,JEULIKAT,0.64,3833,4667,4967,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070015,LUENG BARO,6571,3667,0.6,5413,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070016,LHOK REUHAT,6057,3667,0.6,5241,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070017,TRIENG,6629,3667,0.6,5432,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070020,ALUE DRIEN,6229,3667,0.6,5298,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070021,SEUNEUBOK BARO,5771,3833,0.6,5202,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070022,ULEE GAMPONG,6629,3333,5333,5098,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070023,PUCOK ALUE,6114,3333,6667,5371,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,COT GIREK,1111070024,MATANG TEUNGOH,6514,3333,6667,5505,TERTINGGAL,TERTINGGAL,"('COT GIREK', 100)"
ACEH UTARA,LANGKAHAN,1111081002,SEUREUKE,4914,3167,5333,4471,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081003,BUKET LINTEUNG,4286,2667,4667,3873,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081004,RUMOH RAYEUK,5714,3833,4667,4738,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081005,LANGKAHAN,6286,0.35,0.4,4595,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081006,GEUDUMBAK,6743,3833,2667,4414,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081007,TANJONG DALAM SELATAN,6629,3833,3333,4598,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081008,MEUNASAH BLANG,5543,3333,0.4,4292,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081009,ALUE KRAK KAYEE,5429,3167,4667,4421,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081010,TANJONG JAWA,6229,3333,4667,4743,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081012,PADANG MEURIA,4171,0.45,4667,4446,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081013,LEUBOK MANE,5943,0.4,0.6,5314,TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081014,MATANG RUBEK,5714,4667,0.6,546,TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081015,SIMPANG TIGA,4914,3167,0.2,336,SANGAT TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081016,PAYA TUKAI,5486,3833,6667,5329,TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081017,KAMPONG BLANG,0.56,5333,6667,5867,TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
ACEH UTARA,LANGKAHAN,1111081018,MATANG KEUTAPANG,5886,3833,5333,5017,TERTINGGAL,TERTINGGAL,"('LANGKAHAN', 100)"
