KABUPATEN,KECAMATAN,KODE BPS,DESA,IKS,IKE,IKL,IDM,KATEGORI IDM,BINARY STATUS,matches
ACEH UTARA,TANAH PASIR,1111150002,KEUDE MATANG PANYANG,8229,6833,6667,7243,MAJU,MAJU,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150003,BLANG,5486,2833,6667,4995,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150005,PALOH,7029,5833,2667,5176,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150006,PRIE,0.68,3167,0.6,5322,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150007,ME MERBO,6629,4333,0.6,5654,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150008,ULEE TANOH,7143,5667,0.6,627,BERKEMBANG,MAJU,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150015,KEUTAPANG,6971,2667,6667,5435,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150016,KUMBANG,6857,2833,6667,5452,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150018,CANGGUEK,5429,3833,0.6,5087,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150019,KEUDE JRAT MANYANG,0.68,6167,5333,0.61,BERKEMBANG,MAJU,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150020,TEUPIN GAPEUH,7257,4667,0.6,5975,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150021,CIBREK,7371,0.4,0.6,579,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,TANAH PASIR,1111150024,MATANG JANENG,5943,3167,0.6,5037,TERTINGGAL,TERTINGGAL,"('TANAH PASIR', 100)"
ACEH UTARA,LAPANG,1111151002,LUENG BARO,7086,5667,0.4,5584,TERTINGGAL,TERTINGGAL,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151003,MERBO LAMA,0.68,4333,4667,5267,TERTINGGAL,TERTINGGAL,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151004,MERBO JURONG,6229,4833,0.6,5687,TERTINGGAL,TERTINGGAL,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151006,GEULANGGANG BARO,6171,4167,5333,5224,TERTINGGAL,TERTINGGAL,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151007,MATANG TUNONG,7371,4667,6667,6235,BERKEMBANG,MAJU,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151008,MATANG BAROH,7086,4833,0.6,5973,TERTINGGAL,TERTINGGAL,"('LAPANG', 100)"
ACEH UTARA,LAPANG,1111151009,KEUDE LAPANG,7257,0.55,0.8,6919,BERKEMBANG,MAJU,"('LAPANG', 100)"
ACEH UTARA,MUARA BATU,1111160001,TEUPIN BANJA,6514,4667,0.6,5727,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160002,PANIGAH,6743,4167,6667,5859,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160003,PALOH AWE,6171,0.4,0.6,539,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160005,REULEUT BARAT,6514,5167,0.6,5894,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160006,PINTO MAKMUR,7086,4667,5333,5695,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160008,PALOH RAYA,7486,5167,4667,5773,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160009,MEUNASAH PINTO,0.64,3833,0.6,5411,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160010,KUALA DUA,6971,0.5,8667,6879,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160011,KEUDE MANE,7086,0.6,0.6,6362,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160012,MANE TUNONG,0.92,0.7,0.8,8067,MAJU,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160013,PANTE GURAH,7029,5333,8667,701,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160014,KAMBAM,7257,0.6,0.6,6419,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160015,KEUDE BUNGKAIH,7086,0.65,5333,6306,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160016,ULEE MADON,6514,6667,4667,5949,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160017,MEUNASAH ARON,5429,0.55,4667,5198,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160018,COT TRUENG,6114,0.5,6667,5927,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160019,DAKUTA,0.6,4833,6667,5833,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160020,MEUNASAH DRANG,6457,4833,6667,5986,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160021,MEUNASAH BARO,6229,0.4,6667,5632,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160022,MEUNASAH LHOK,6629,5667,6667,6321,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160023,COT SEURANI,7714,0.4,9333,7016,BERKEMBANG,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,DEWANTARA,1111170001,PALOH IGEUH,0.56,0.55,6667,5922,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170002,PALOH GADENG,6114,5167,6667,5983,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170003,TAMBON TUNONG,6457,5667,0.6,6041,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170004,TAMBON BAROH,6571,7833,0.6,6802,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170005,PALOH LADA,7771,5667,0.6,6479,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170006,PULO RUNGKOM,6971,5667,0.6,6213,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170007,ULEE PULO,5771,0.55,6667,5979,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170008,ULEE REULEUNG,0.64,0.55,0.6,5967,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170009,LANCANG BARAT,6629,4833,0.6,5821,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170010,GEULUMPANG SULU BARAT,6343,4833,6667,5948,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170012,UTEUN GEULINGGANG,5943,6167,0.6,6037,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170013,KEUDE KRUENG GEUKUEH,7886,8833,4667,7129,MAJU,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170014,BANGKA JAYA,6514,5333,0.6,5949,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,DEWANTARA,1111170015,BLUKA TEUBAI,6857,5333,5333,5841,TERTINGGAL,TERTINGGAL,"('DEWANTARA', 100)"
ACEH UTARA,BAKTIYA,1111100067,ALUE ANOE TIMU,7486,4167,0.6,5884,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100068,ALUE ANOE BARAT,6686,4333,0.6,5673,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100076,MATANG KELAYU,0.68,4667,0.6,5822,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100015,KEUDE MENJEE IV,5886,6333,6667,6295,BERKEMBANG,MAJU,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100024,GLUMPANG BUNGKOK,5543,4833,0.6,5459,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100028,GLUMPANG SAMLAKOE,6171,4167,0.6,5446,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100006,MON SUKON,6514,0.45,6667,5894,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100012,LUENG BATA,6343,5167,0.6,5837,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,BAKTIYA,1111100010,CEUMPEUDAK,5371,0.35,0.6,4957,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,DEWANTARA,1111170011,GEULUMPANG SULU TIMU,6914,5167,0.6,6027,BERKEMBANG,MAJU,"('DEWANTARA', 100)"
ACEH UTARA,KUTA MAKMUR,1111030017,MEUNASAH BUKET,7943,0.65,0.6,6814,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030034,COT RHEU,6971,0.5,6667,6213,BERKEMBANG,MAJU,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030012,ALUE RAMBEE,5257,0.5,6667,5641,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030040,MEURIA,5943,5167,6667,5925,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030042,MULING MANYANG,0.72,0.4,0.6,5733,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,KUTA MAKMUR,1111030043,MULING MEUCAT,6971,4333,4667,5324,TERTINGGAL,TERTINGGAL,"('KUTA MAKMUR', 100)"
ACEH UTARA,LHOKSUKON,1111110055,MEUNASAH REUDEUP,6914,4333,4667,5305,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110040,MEUNASAH BLANG,0.68,0.55,7333,6544,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110057,BUKET SEUNTANG,4914,3167,0.6,4694,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110074,MEUNASAH LEUBOK AB,0.68,6333,2667,5267,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110062,COT GLUMPANG AB,6686,4667,5333,5562,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110063,ABEUK LEUPON,6857,0.45,0.6,5786,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110070,RAMBOT,6057,4667,0.6,5575,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110018,MEUNASAH ASAN LB,6914,0.5,7333,6416,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110046,MEUNASAH ULEE BARAT,6686,0.4,6667,5784,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110067,MEUNASAH RANTO,6857,0.65,0.6,6452,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110037,MATANG MUNJEE,7657,4167,0.6,5941,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110021,MEUNASAH MEUREUBO,6514,5333,0.6,5949,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110013,MEUNASAH DAYAH LT,0.64,0.5,4667,5356,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110015,MEUNASAH TUHA,5429,2333,5333,4365,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110014,MEUNASAH KRUENG LT,7086,0.5,0.6,6029,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110020,BABAH GEUDEUBANG,6971,0.5,0.6,599,BERKEMBANG,MAJU,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110025,GRONG-GRONG,7143,0.55,3333,5325,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110034,MEUNASAH NGA LT,5657,4667,4667,4997,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110010,MEUNASAH MEURIA,6114,4333,0.6,5483,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110024,SENEUBOK DALAM,5943,0.45,5333,5259,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110002,BULOH LT,5371,4333,0.6,5235,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110044,MEUNASAH TEUNGOH LT,6514,5333,0.6,5949,TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,LHOKSUKON,1111110012,BUKET MEE LT,4914,3333,0.4,4083,SANGAT TERTINGGAL,TERTINGGAL,"('LHOKSUKON', 100)"
ACEH UTARA,MATANGKULI,1111060098,KEUDE MATANGKULI,7314,7333,0.6,6883,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060097,BLANG MATANGKULI,0.68,0.55,0.6,0.61,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060103,RAYEUK MATANGKULI,6857,0.45,0.6,5786,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060102,TUMPOK PERLAK,6629,5833,5333,5932,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060089,TANJONG TEUNGKU ALI,7029,0.35,0.6,551,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060101,RAYEUK GLANG GLONG,6686,5667,5333,5895,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060107,PUNTI GEULUMPANG VII,6229,2667,0.6,4965,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060108,GEULUMPANG VII,6514,0.3,6667,5394,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060109,TEUNGOH GLUMPANG VII,6286,0.35,7333,5706,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060110,ARON GEULUMPANG VII,0.56,0.5,6667,5756,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060094,PARANG SIKUREUNG,0.68,4833,6667,0.61,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060099,PUNTI MATANGKULI,6686,3833,0.6,5506,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060106,JEUMPA GEULUMPANG VII,0.6,4167,6667,5611,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060091,MEURIA MATANGKULI,6971,0.5,0.6,599,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060066,BEURINGEN PIRAK,6571,4333,0.6,5635,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060038,BLANG SUPENG,5086,0.35,6667,5084,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060048,BEURANCAN PIRAK,6057,4333,0.8,613,BERKEMBANG,MAJU,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060072,TANJONG TEUNGKU KARI,6686,4167,5333,5395,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MATANGKULI,1111060057,KUNYET MULEE,5657,4333,0.6,533,TERTINGGAL,TERTINGGAL,"('MATANGKULI', 100)"
ACEH UTARA,MUARA BATU,1111160024,TANOH ANOE,7886,0.6,9333,774,MAJU,MAJU,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160007,TEUMPOK BEURANDANG,5886,4833,0.6,5573,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MUARA BATU,1111160004,REULEUT TIMU,6743,4333,6667,5914,TERTINGGAL,TERTINGGAL,"('MUARA BATU', 100)"
ACEH UTARA,MEURAH MULIA,1111050050,RHENG BLUEK,6114,5333,5333,5594,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050036,RANGKILEH,0.76,3667,6667,5978,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050041,TANJONG,7086,4167,6667,5973,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050037,TEUMPOK TEUNGKU,0.6,0.4,6667,5556,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050020,PAYA KAMBUK,6114,0.4,6667,5594,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050028,MEUNASAH MEE,6971,0.45,6667,6046,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050032,KEEH,6057,0.35,6667,5408,TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050027,MESJID,6914,4833,6667,6138,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050012,UJUNG KUTA BATEE,6743,5333,6667,6248,BERKEMBANG,MAJU,"('MEURAH MULIA', 100)"
ACEH UTARA,MEURAH MULIA,1111050001,BAREE BLANG,6343,0.25,3333,4059,SANGAT TERTINGGAL,TERTINGGAL,"('MEURAH MULIA', 100)"
ACEH UTARA,SAMUDERA,1111130019,ASAN,6514,5333,0.6,5949,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130011,KRUENG BARO LANGGAHAN,7086,0.35,5333,5306,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130027,KRUENG BARO BLANG MEE,6057,0.45,5333,5297,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130035,KEUDE BLANG MEE PULO KLAT,6286,4667,0.6,5651,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130005,TANJONG REUNGKAM,6343,0.4,0.6,5448,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SAMUDERA,1111130022,KRUENG MATEE,6457,0.4,6667,5708,TERTINGGAL,TERTINGGAL,"('SAMUDERA', 100)"
ACEH UTARA,SEUNUDDON,1111090004,TANJONG PINENG,7086,4667,0.6,5917,TERTINGGAL,TERTINGGAL,"('SEUNUDDON', 100)"
ACEH UTARA,SEUNUDDON,1111090002,MEURUBO PUNTONG,6457,4333,6667,5819,TERTINGGAL,TERTINGGAL,"('SEUNUDDON', 100)"
ACEH UTARA,SEUNUDDON,1111090031,ULEE RUBEK TIMU,6514,0.5,6667,606,BERKEMBANG,MAJU,"('SEUNUDDON', 100)"
ACEH UTARA,BAKTIYA,1111100074,PULO SEUKEE,5886,0.45,0.6,5462,TERTINGGAL,TERTINGGAL,"('BAKTIYA', 100)"
ACEH UTARA,SYAMTALIRA ARON,1111140004,GLOK,7371,6833,6667,6957,BERKEMBANG,MAJU,"('SYAMTALIRA ARON', 100)"
ACEH UTARA,SYAMTALIRA ARON,1111140007,GAMPONG U,6571,0.5,8667,6746,BERKEMBANG,MAJU,"('SYAMTALIRA ARON', 100)"
ACEH UTARA,SYAMTALIRA ARON,1111140016,DAYA TEUNGKU,0.76,6667,0.6,6756,BERKEMBANG,MAJU,"('SYAMTALIRA ARON', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040029,GARUT,7543,4833,0.6,6125,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
ACEH UTARA,SYAMTALIRA BAYU,1111040013,COT NEUHEUN,6686,4667,6667,6006,BERKEMBANG,MAJU,"('SYAMTALIRA BAYU', 100)"
